year,trait,scope,estimable,genotype,blue,standard_error,status
2023,height_cm,year,TRUE,Fm396,125.99999999999434,4.22377529910614,Estimable
2023,height_cm,year,TRUE,Fm398,137.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm400,133.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm401,112.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm402,138.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm403,119.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm404,135.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm405,142.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm406,115.66666666666097,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm407,117.9999999999943,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm409,128.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm41,114.9999999999943,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm410,136.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm411,123.99999999999432,4.22377529910614,Estimable
2023,height_cm,year,TRUE,Fm412,122.33333333332764,4.22377529910614,Estimable
2023,height_cm,year,TRUE,Fm413,113.666666666661,4.22377529910614,Estimable
2023,height_cm,year,TRUE,Fm414,126.99999999999434,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm415,136.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm416,134.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm417,122.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm418,110.99999999999433,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm419,118.99999999999433,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm420,135.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm421,144.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm428,114.66666666666099,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm429,133.33333333332763,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm43,99.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm44,116.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm442,122.33333333332767,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm443,117.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm444,106.66666666666099,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm446,137.33333333332766,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm45,113.33333333332767,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm458,129.33333333332763,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm46,120.66666666666099,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm461,119.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm463,118.99999999999432,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm464,113.666666666661,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm468,120.666666666661,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm474,129.66666666666097,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm475,110.666666666661,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm476,108.33333333332767,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm477,132.33333333332766,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm478,144.3333333333277,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm480,124.33333333332766,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm482,146.33333333332766,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm484,108.99999999999432,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm489,138.666666666661,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm491,113.99999999999436,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm492,144.99999999999434,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm496,131.99999999999432,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm505,106.66666666666099,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm507,96.33333333332769,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm510,120.666666666661,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm518,125.666666666661,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm519,113.33333333332767,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm522,137.33333333332763,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm523,137.9999999999943,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm524,127.9999999999943,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm537,132.66666666666097,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm54,108.33333333332764,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm55,137.33333333332763,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm552,109.66666666666097,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm559,127.33333333332766,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm56,133.66666666666094,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm560,87.33333333332766,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm566,110.33333333332763,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm569,119.9999999999943,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm57,93.99999999999434,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm573,106.666666666661,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm585,127.33333333332767,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm589,116.66666666666102,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm590,89.33333333332769,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm592,85.33333333332769,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm595,124.3333333333277,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm597,131.3333333333277,4.223775299106137,Estimable
2023,height_cm,year,TRUE,Fm599,120.99999999999436,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm60,112.99999999999436,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm600,117.99999999999439,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm601,127.66666666666106,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm603,116.99999999999436,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm609,94.66666666666104,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm610,113.33333333332772,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm611,107.66666666666104,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm612,98.99999999999439,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm614,132.99999999999437,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm615,139.9999999999944,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm616,108.99999999999439,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm620,103.99999999999439,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm621,133.66666666666106,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm63,99.99999999999442,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm65,141.9999999999944,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm74,115.66666666666107,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm78,108.99999999999442,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm79,113.66666666666106,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm81,125.66666666666106,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm83,107.9999999999944,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm84,114.33333333332774,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm86,124.33333333332773,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm87,115.9999999999944,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm88,104.99999999999439,4.223775299106138,Estimable
2023,height_cm,year,TRUE,Fm91,117.66666666666107,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm96,87.66666666666104,4.223775299106139,Estimable
2023,height_cm,year,TRUE,Fm97,122.99999999999439,4.223775299106139,Estimable
2023,plants_m2,year,TRUE,Fm104,44.0000000000968,9.699860905468897,Estimable
2023,plants_m2,year,TRUE,Fm112,80.00000000000676,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm113,80.00000000000676,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm119,120.00000000000955,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm12,76.00000000001104,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm13,84.00000000001096,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm131,70.00000000001103,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm132,60.00000000001083,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm134,36.00000000001054,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm135,68.00000000001003,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm136,96.00000000000999,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm138,60.000000000010246,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm139,44.0000000000101,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm141,80.00000000000988,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm142,78.00000000000995,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm145,48.00000000000999,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm146,48.00000000000981,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm150,80.00000000000966,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm157,76.00000000000972,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm161,108.00000000000973,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm170,60.000000000009976,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm172,76.00000000000992,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm173,56.000000000009955,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm174,44.00000000000987,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm175,88.00000000000973,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm176,56.000000000009834,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm177,36.000000000009756,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm180,60.00000000000963,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm181,52.000000000009614,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm184,64.00000000000954,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm185,88.0000000000095,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm190,36.000000000009585,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm191,16.000000000009454,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm193,68.00000000000931,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm194,72.00000000000931,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm195,64.00000000000931,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm203,76.00000000000931,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm205,56.00000000000934,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm206,32.00000000000928,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm207,54.0000000000092,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm208,32.000000000009145,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm214,40.00000000000906,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm215,88.000000000009,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm216,20.000000000009074,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm219,56.00000000000895,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm220,68.00000000000892,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm221,54.000000000008946,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm225,68.00000000000892,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm227,48.000000000008946,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm228,72.0000000000089,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm232,68.00000000000892,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm233,52.000000000008946,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm234,64.0000000000089,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm235,54.00000000000892,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm236,36.000000000008896,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm238,64.00000000000884,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm245,48.000000000008846,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm246,72.00000000000882,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm249,64.00000000000884,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm250,36.00000000000884,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm251,84.0000000000088,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm255,72.00000000000882,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm28,36.000000000008846,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm3,60.0000000000088,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm30,84.00000000000881,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm31,80.00000000000884,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm321,76.00000000000887,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm322,64.00000000000888,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm324,36.00000000000889,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm325,72.00000000000885,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm328,52.000000000008875,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm332,44.000000000008846,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm334,52.000000000008825,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm336,50.0000000000088,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm337,36.000000000008775,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm341,36.000000000008725,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm343,55.33333333334204,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm344,40.0000000000087,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm345,64.00000000000865,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm346,12.000000000008663,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm347,88.00000000000861,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm349,56.00000000000863,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm351,84.00000000000864,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm352,24.00000000000865,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm354,62.00000000000861,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm355,52.00000000000862,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm356,72.00000000000861,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm357,84.00000000000864,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm358,88.00000000000867,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm359,96.00000000000871,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm36,76.00000000000874,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm361,96.00000000000878,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm362,76.00000000000881,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm363,44.000000000008804,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm364,68.0000000000088,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm365,76.00000000000881,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm366,68.00000000000881,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm368,72.00000000000882,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm369,72.00000000000885,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm370,72.00000000000885,9.699860905461358,Estimable
2023,plants_m2,year,TRUE,Fm372,44.000000000008846,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm375,52.00000000000884,9.699860905461358,Estimable
2023,plants_m2,year,TRUE,Fm376,80.00000000000884,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm377,56.000000000008846,9.699860905461358,Estimable
2023,plants_m2,year,TRUE,Fm378,60.00000000000883,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm379,68.00000000000884,9.699860905461358,Estimable
2023,plants_m2,year,TRUE,Fm380,44.00000000000883,9.699860905461358,Estimable
2023,plants_m2,year,TRUE,Fm381,60.00000000000882,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm382,52.00000000000882,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm383,76.00000000000881,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm384,60.00000000000882,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm387,68.00000000000882,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm388,56.00000000000882,9.699860905461358,Estimable
2023,plants_m2,year,TRUE,Fm389,74.00000000000882,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm39,36.00000000000881,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm390,48.0000000000088,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm391,48.00000000000878,9.699860905461357,Estimable
2023,plants_m2,year,TRUE,Fm392,52.00000000000878,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm394,80.00000000000877,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm395,52.00000000000879,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm396,40.00000000000877,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm398,44.00000000000875,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm400,76.00000000000874,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm401,72.00000000000877,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm402,56.00000000000876,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm403,100.00000000000875,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm404,44.00000000000878,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm405,54.000000000008775,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm406,36.00000000000876,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm407,66.00000000000875,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm409,44.00000000000875,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm41,64.00000000000873,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm410,72.00000000000874,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm411,60.00000000000875,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm412,44.00000000000874,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm413,56.00000000000873,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm414,80.00000000000874,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm415,76.00000000000875,9.699860905461355,Estimable
2023,plants_m2,year,TRUE,Fm416,92.00000000000877,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm417,64.00000000000878,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm418,92.00000000000881,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm419,64.00000000000882,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm420,80.00000000000882,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm421,56.00000000000883,9.699860905461353,Estimable
2023,plants_m2,year,TRUE,Fm428,36.000000000008825,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm429,76.00000000000881,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm43,68.00000000000881,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm44,68.00000000000881,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm442,76.00000000000882,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm443,64.00000000000882,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm444,104.00000000000884,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm446,88.00000000000887,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm45,60.00000000000889,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm458,88.00000000000888,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm46,88.00000000000891,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm461,68.00000000000891,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm463,88.00000000000892,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm464,56.00000000000895,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm468,36.00000000000895,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm474,48.00000000000893,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm475,80.00000000000891,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm476,68.00000000000892,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm477,32.00000000000893,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm478,100.66666666667558,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm480,68.00000000000894,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm482,80.00000000000892,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm484,42.00000000000896,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm489,64.00000000000892,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm491,48.000000000008946,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm492,80.00000000000891,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm496,52.000000000008946,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm505,64.00000000000892,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm507,32.00000000000894,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm510,52.00000000000892,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm518,52.00000000000891,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm519,72.00000000000888,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm522,80.0000000000089,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm523,96.0000000000089,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm524,68.00000000000892,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm537,80.00000000000894,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm54,64.00000000000894,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm55,92.00000000000892,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm552,76.00000000000895,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm559,68.00000000000898,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm56,68.00000000000897,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm560,80.00000000000898,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm566,72.00000000000898,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm569,68.000000000009,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm57,82.000000000009,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm573,100.00000000000897,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm585,20.000000000009067,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm589,96.00000000000898,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm590,96.00000000000901,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm592,88.00000000000904,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm595,80.00000000000905,9.699860905461348,Estimable
2023,plants_m2,year,TRUE,Fm597,82.00000000000907,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm599,84.00000000000908,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm60,76.00000000000908,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm600,72.00000000000911,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm601,100.0000000000091,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm603,48.00000000000915,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm609,52.000000000009145,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm610,84.00000000000914,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm611,112.00000000000914,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm612,68.00000000000918,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm614,88.00000000000918,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm615,80.0000000000092,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm616,92.00000000000918,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm620,88.00000000000921,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm621,76.00000000000922,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm63,68.00000000000924,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm65,92.00000000000922,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm74,56.00000000000926,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm78,32.00000000000925,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm79,40.00000000000923,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm81,76.00000000000921,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm83,52.00000000000922,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm84,72.00000000000921,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm86,72.0000000000092,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm87,48.00000000000921,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm88,54.0000000000092,9.69986090546135,Estimable
2023,plants_m2,year,TRUE,Fm91,64.0000000000092,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm96,108.0000000000092,9.699860905461351,Estimable
2023,plants_m2,year,TRUE,Fm97,68.00000000000921,9.699860905461351,Estimable
2023,thousand_seed_weight_g,year,TRUE,Fm170,1.386310816511992,0.19530715631904721,Estimable
2023,thousand_seed_weight_g,year,TRUE,Fm173,1.8988351431391899,0.19530715631903803,Estimable
2023,thousand_seed_weight_g,year,TRUE,Fm174,1.927922531942215,0.195307156319038,Estimable
2023,thousand_seed_weight_g,year,TRUE,Fm176,1.9634274253507427,0.195307156319038,Estimable
2023,thousand_seed_weight_g,year,TRUE,Fm181,1.982475644146423,0.19530715631903803,Estimable
2023,thousand_seed_weight_g,year,TRUE,Fm185,1.1699225649046945,0.19530715631903803,Estimable
