genotype,dtf,height_cm,plants_m2,number_of_tillers,days_to_harvest,normalized_difference_vegetation_index,fluorescence,protein_pct
Fm134,113.33333333316922,49.33333333335647,7.333333333344694,22.333333333369733,177.00000000012437,0.6666666666664511,0.4433333333326354,
Fm170,135.66666666666472,110.33333333333326,18.000000000000007,2.000000000000002,173.00000000000023,0.566666666666664,0.5866666666666469,
Fm173,126.3333333333312,106.66666666666663,45.33333333333332,10.00000000000001,184.46482558619394,0.686666666666664,0.6699999999999804,
Fm174,138.99999999999787,92.99999999999994,24.000000000000007,5.666666666666671,180.43435751957355,0.7399999999999977,0.6833333333333131,
Fm176,127.33333333333113,98.66666666666663,19.33333333333334,3.6666666666666687,187.33333333333357,0.5033333333333306,0.3666666666666455,
Fm181,79.66666666666448,100.99999999999994,79.99999999999996,4.000000000000003,126.33333333333356,0.6766666666666641,0.686666666666647,14.909999836657084
Fm185,121.66666666666461,106.33333333333327,67.98990727958811,0.6666666666666697,182.66666666666688,0.4666666666666642,0.4499999999999794,
Fm190,98.66666666666458,109.33333333333327,49.99999999999999,1.0000000000000038,150.33333333333357,0.6699999999999975,0.6633333333333136,14.534999836661937
Fm193,96.33333333333131,92.33333333333329,65.33333333333331,1.3333333333333373,147.66666666666688,0.5999999999999974,0.6233333333333133,15.513333333333332
Fm194,97.33333333333135,88.99999999999996,13.333333333333345,2.0000000000000027,152.66666666666686,0.6533333333333309,0.6099999999999799,15.319999836661937
Fm195,106.33333333333138,128.33333333333326,65.3333333333333,1.0535199183287913e-16,156.0000000000002,0.6566666666666641,0.7033333333333132,17.21999983666194
Fm203,85.3333333333314,100.33333333333329,36,5.000000000000002,131.33333333333357,0.6399999999999975,0.6033333333333128,12.764999836661943
Fm208,122.66666666666477,105.99999999999994,10.66666666666667,0.3333333333333338,183.66666666666688,0.6166666666666641,0.5299999999999794,
Fm214,90.3333333333314,102.6666666666666,60.666666666666664,3.000000000000002,138.00000000000023,0.6466666666666642,0.7866666666666464,13.733333333333329
Fm215,75.33333333333145,122.99999999999991,94.66666666666664,1.6666666666666679,121.66666666666683,0.6133333333333308,0.7866666666666461,15.02999983666194
Fm216,104.3640444211776,89.97207544368048,4.666666666666652,-0.002852425629244603,162.13128496085346,0.598169513015015,0.6905133702940742,
Fm219,72.66666666666482,103.99999999999996,89.3333333333333,4.333333333333335,121.00000000000016,0.5933333333333308,0.7566666666666458,11.9299997789216
Fm221,100.99999999999817,100.66666666666661,31.333333333333332,1.333333333333336,155.00000000000017,0.6566666666666642,0.6833333333333124,13.64333333333333
Fm225,82.33333333333152,102.99999999999996,88.66666666666664,4.000000000000001,128.00000000000017,0.5866666666666642,0.6266666666666456,13.344999836661938
Fm227,107.9999999999982,96.66666666666663,8.666666666666675,3.000000000000002,173.00000000000023,0.5299999999999975,0.6233333333333123,
Fm233,114.33333333333151,101.99999999999996,32.666666666666664,-1.0938020008024311e-16,185.00000000000023,0.5566666666666641,0.5066666666666454,16.439999778921592
Fm235,124.66666666666482,106.99999999999994,26.666666666666675,1.6666666666666679,182.66666666666686,0.5933333333333308,0.463333333333312,
Fm236,93.66666666666482,125.33333333333326,57.33333333333333,0.666666666666668,144.00000000000023,0.613333333333331,0.6833333333333125,16.166666666666664
Fm238,120.99999999999815,107.33333333333327,31.999999999999996,3.333333333333335,184.43435751957355,0.4333333333333308,0.5433333333333122,
Fm249,128.99999999999815,117.99999999999993,49.333333333333336,0.3333333333333338,186.46482558619397,0.6199999999999977,0.6366666666666457,
Fm250,130.99999999999815,127.33333333333323,22.666666666666668,0.33333333333333415,183.33333333333357,0.6099999999999978,0.6599999999999792,
Fm3,140.66666666666478,111.6666666666666,60,2.3333333333333353,180.66666666666686,0.7033333333333313,0.6966666666666458,
Fm321,89.66666666666477,96.6666666666666,29.666666666666675,3.3333333333333353,136.33333333333354,0.6866666666666643,0.789999999999979,15.109999999999998
Fm322,120.66666666666477,100.66666666666661,21.333333333333336,0.3333333333333344,179.66666666666688,0.6966666666666642,0.6633333333333121,
Fm337,101.9999999999981,92.33333333333329,6.000000000000004,1.5757809962001363e-16,161.66666666666686,0.5466666666666644,0.5166666666666453,18.12333333333333
Fm341,105.33333333333144,106.33333333333326,62,1.6666666666666679,160.3333333333335,0.673333333333331,0.6299999999999788,13.979999836661937
Fm343,120.33333333333142,123.9999999999999,58,1.0000000000000022,184.0000000000002,0.6366666666666645,0.5999999999999789,
Fm344,121.33333333333144,88.99999999999996,15.333333333333327,1.000000000000002,182.33333333333357,0.45666666666666456,0.3299999999999782,
Fm345,112.9999999999981,106.6666666666666,11.999999999999996,2.333333333333335,176.96482558619385,0.6399999999999978,0.5833333333333124,
Fm346,116.08664284359745,91.020532107646,2.6666666666666545,-0.006053101313217513,180.07034882761286,0.5015215757172753,0.46856870652278654,
Fm347,100.99999999999808,102.33333333333327,36.66666666666667,1.000000000000002,155.66666666666686,0.6233333333333311,0.64999999999997915,13.074999836661938
Fm349,107.99999999999808,115.33333333333324,26.00000000000001,1.6666666666666676,162.3333333333335,0.6866666666666644,0.6733333333333125,14.269999778921598
Fm351,110.33333333333142,104.6666666666666,37.33333333333334,1.6666666666666679,172.0000000000002,0.6533333333333311,0.7066666666666458,15.299999778921599
Fm352,106.58664284359745,105.020532107646,7.989907279588141,0.9939468986867843,164.1008168942332,0.6015215757172753,0.6285687065227863,
Fm354,106.66666666666475,112.33333333333326,27.333333333333343,0.33333333333333415,176.33333333333357,0.5933333333333312,0.609999999999979,13.459999778921603
Fm355,105.3333333333314,92.99999999999996,32.66666666666667,0.6666666666666684,159.0000000000002,0.6666666666666644,0.639999999999979,14.33499983666194
Fm356,110.99999999999808,106.66666666666659,34.66666666666667,0.3333333333333341,179.33333333333354,0.5699999999999977,0.6399999999999789,15.889999778921599
Fm358,121.99999999999807,103.99999999999993,65.997481340717,1.3333333333333357,182.33333333333354,0.49666666666666454,0.6099999999999789,
Fm359,115.3333333333314,106.99999999999993,30.66666666666668,0.6666666666666685,177.00000000000023,0.5933333333333312,0.5133333333333121,18.73999983666194
Fm36,114.99999999999805,105.99999999999994,48.666666666666686,3.6666666666666674,178.33333333333354,0.3999999999999978,0.46999999999997877,
Fm361,103.66666666666472,104.33333333333326,48.666666666666686,0.33333333333333404,155.66666666666686,0.6399999999999978,0.6899999999999791,19.70999983666194
Fm363,107.66666666666471,110.33333333333326,30.66666666666668,1.0000000000000018,166.33333333333354,0.6066666666666645,0.6666666666666458,13.329999778921378
Fm364,119.99999999999805,93.99999999999996,6.6666666666666865,2.6296607051726983e-16,183.96482558619385,0.5233333333333313,0.5033333333333121,18.529999778921376
Fm365,101.3333333333314,101.66666666666661,59.333333333333336,1.000000000000002,162.66666666666688,0.5666666666666644,0.719999999999979,14.949999836661945
