# CMD line shows the command line used to generate this output
# DEF lines define expressions for all tested thresholds
# FLT* lines report numbers for every threshold and every sample:
#   1) filter id
#   2) sample
#   3) number of genotypes which pass the filter
#   4) number of non-reference genotypes
#   5) number of homozygous ref genotypes (0/0 or 0)
#   6) number of homozygous alt genotypes (1/1, 2/2, etc)
#   7) number of heterozygous genotypes (0/1, 1/2, etc)
#   8) number of hemizygous genotypes (0, 1, etc)
#   9) number of SNVs
#   10) number of indels
#   11) number of singletons
#   12) number of missing genotypes (./., ., ./0, etc)
#   13) number of transitions (alt het genotypes such as "1/2" are counted twice)
#   14) number of transversions (alt het genotypes such as "1/2" are counted twice)
#   15) overall ts/tv
# SITE* lines report numbers for every threshold:
#   1) filter id
#   2) number of sites which pass the filter
#   3) number of SNVs
#   4) number of indels
#   5) number of singletons
#   6) number of transitions (counted at most once at multiallelic sites)
#   7) number of transversions (counted at most once at multiallelic sites)
#   8) overall ts/tv
CMD	smpl-stats -o data/processed/genotypes/sample_stats_before_qc.tsv data/processed/genotypes/Fox_geno.corrected.vcf.gz
DEF	FLT0	all
FLT0	Fm183	190262	52209	138053	11566	40643	0	52209	0	0	717624	41479	10730	3.87
FLT0	Fm184	884481	243521	640960	69990	173531	0	243521	0	0	23405	193685	49836	3.89
FLT0	Fm185	804110	198069	606041	61158	136911	0	198069	0	0	103776	157181	40888	3.84
FLT0	Fm188	864698	209285	655413	79220	130065	0	209285	0	0	43188	165630	43655	3.79
FLT0	Fm190	805918	204084	601834	75593	128491	0	204084	0	0	101968	161983	42101	3.85
FLT0	Fm191	826072	194690	631382	76445	118245	0	194690	0	0	81814	153957	40733	3.78
FLT0	Fm194	825902	200890	625012	80413	120477	0	200890	0	0	81984	159187	41703	3.82
FLT0	Fm195	875657	243060	632597	85829	157231	0	243060	0	0	32229	193222	49838	3.88
FLT0	Fm197	876857	215541	661316	91815	123726	0	215541	0	0	31029	170340	45201	3.77
FLT0	Fm199	768694	207350	561344	84842	122508	0	207350	0	0	139192	164514	42836	3.84
FLT0	Fm200	646128	172244	473884	72309	99935	0	172244	0	0	261758	136849	35395	3.87
FLT0	Fm201	890838	258704	632134	93455	165249	0	258704	0	0	17048	205600	53104	3.87
FLT0	Fm202	874289	249469	624820	88254	161215	0	249469	0	0	33597	198032	51437	3.85
FLT0	Fm203	581534	150097	431437	49137	100960	0	150097	0	0	326352	118962	31135	3.82
FLT0	Fm206	808550	214949	593601	80897	134052	0	214949	0	0	99336	171287	43662	3.92
FLT0	Fm207	868456	237945	630511	86708	151237	0	237945	0	0	39430	189866	48079	3.95
FLT0	Fm208	802510	215031	587479	80226	134805	0	215031	0	0	105376	171453	43578	3.93
FLT0	Fm209	802523	213316	589207	81549	131767	0	213316	0	0	105363	169448	43868	3.86
FLT0	Fm218	876187	239050	637137	89191	149859	0	239050	0	0	31699	190005	49045	3.87
FLT0	Fm220	272172	72473	199699	26995	45478	0	72473	0	0	635714	57569	14904	3.86
FLT0	Fm221	809625	202381	607244	80340	122041	0	202381	0	0	98261	160166	42215	3.79
FLT0	Fm225	881393	255604	625789	95235	160369	0	255604	0	0	26493	202959	52645	3.86
FLT0	Fm231	751919	158315	593604	76203	82112	0	158315	0	0	155967	124933	33382	3.74
FLT0	Fm233	889998	194433	695565	92266	102167	0	194433	0	0	17888	153899	40534	3.80
FLT0	Fm234	897984	207158	690826	90445	116713	0	207158	0	0	9902	163920	43238	3.79
FLT0	Fm235	852771	175735	677036	89631	86104	0	175735	0	0	55115	139053	36682	3.79
FLT0	Fm236	833455	230935	602520	84637	146298	0	230935	0	0	74431	183525	47410	3.87
FLT0	Fm238	868511	201422	667089	91355	110067	0	201422	0	0	39375	159778	41644	3.84
FLT0	Fm240	80135	19355	60780	7025	12330	0	19355	0	0	827751	15198	4157	3.66
FLT0	Fm241	802379	177930	624449	76373	101557	0	177930	0	0	105507	140495	37435	3.75
FLT0	Fm242	436776	103825	332951	42125	61700	0	103825	0	0	471110	81640	22185	3.68
FLT0	Fm245	823509	228546	594963	81959	146587	0	228546	0	0	84377	182413	46133	3.95
FLT0	Fm246	740583	198204	542379	73602	124602	0	198204	0	0	167303	158404	39800	3.98
FLT0	Fm247	896574	253986	642588	89650	164336	0	253986	0	0	11312	202547	51439	3.94
FLT0	Fm249	838084	221402	616682	80338	141064	0	221402	0	0	69802	176497	44905	3.93
FLT0	Fm250	887204	247890	639314	87975	159915	0	247890	0	0	20682	197498	50392	3.92
FLT0	Fm251	890833	254000	636833	84890	169110	0	254000	0	0	17053	202430	51570	3.93
FLT0	Fm253	866618	255560	611058	135686	119874	0	255560	0	0	41268	203421	52139	3.90
FLT0	Fm255	898076	255977	642099	90969	165008	0	255977	0	0	9810	203158	52819	3.85
FLT0	Fm321	801477	197317	604160	79870	117447	0	197317	0	0	106409	156049	41268	3.78
FLT0	Fm325	785259	202327	582932	54094	148233	0	202327	0	0	122627	160071	42256	3.79
FLT0	Fm326	770964	181710	589254	76606	105104	0	181710	0	0	136922	143687	38023	3.78
FLT0	Fm328	899921	217768	682153	96523	121245	0	217768	0	0	7965	173284	44484	3.90
FLT0	Fm332	891767	241564	650203	87820	153744	0	241564	0	0	16119	191763	49801	3.85
FLT0	Fm334	775177	171000	604177	82451	88549	0	171000	0	0	132709	135190	35810	3.78
FLT0	Fm336	897868	227950	669918	100140	127810	0	227950	0	0	10018	180844	47106	3.84
FLT0	Fm337	897728	219481	678247	97209	122272	0	219481	0	0	10158	174371	45110	3.87
FLT0	Fm338	729087	156871	572216	75864	81007	0	156871	0	0	178799	123985	32886	3.77
FLT0	Fm341	858113	239520	618593	78983	160537	0	239520	0	0	49773	190314	49206	3.87
FLT0	Fm344	896244	239991	656253	88477	151514	0	239991	0	0	11642	190448	49543	3.84
FLT0	Fm345	866476	193681	672795	95852	97829	0	193681	0	0	41410	153833	39848	3.86
FLT0	Fm346	903340	271584	631756	50377	221207	0	271584	0	0	4546	215004	56580	3.80
FLT0	Fm347	898221	204305	693916	97144	107161	0	204305	0	0	9665	162331	41974	3.87
FLT0	Fm348	890125	234847	655278	93256	141591	0	234847	0	0	17761	186393	48454	3.85
FLT0	Fm349	891442	209298	682144	88453	120845	0	209298	0	0	16444	165952	43346	3.83
FLT0	Fm351	898006	195100	702906	90711	104389	0	195100	0	0	9880	153885	41215	3.73
FLT0	Fm352	899869	232285	667584	90199	142086	0	232285	0	0	8017	184158	48127	3.83
FLT0	Fm355	892582	193922	698660	91230	102692	0	193922	0	0	15304	153865	40057	3.84
FLT0	Fm356	901424	197256	704168	90259	106997	0	197256	0	0	6462	155740	41516	3.75
FLT0	Fm357	892067	226184	665883	88731	137453	0	226184	0	0	15819	178870	47314	3.78
FLT0	Fm358	898511	230404	668107	86574	143830	0	230404	0	0	9375	182477	47927	3.81
FLT0	Fm359	875385	184995	690390	93150	91845	0	184995	0	0	32501	146471	38524	3.80
FLT0	Fm364	615762	130998	484764	64094	66904	0	130998	0	0	292124	102540	28458	3.60
FLT0	Fm366	781599	171407	610192	83391	88016	0	171407	0	0	126287	135739	35668	3.81
FLT0	Fm368	844606	210341	634265	85165	125176	0	210341	0	0	63280	167032	43309	3.86
FLT0	Fm369	902058	246606	655452	89405	157201	0	246606	0	0	5828	195619	50987	3.84
FLT0	Fm370	842168	204731	637437	85711	119020	0	204731	0	0	65718	162043	42688	3.80
FLT0	Fm371	647243	170315	476928	56344	113971	0	170315	0	0	260643	134150	36165	3.71
FLT0	Fm372	833263	213193	620070	84071	129122	0	213193	0	0	74623	169505	43688	3.88
FLT0	Fm374	894161	239922	654239	84851	155071	0	239922	0	0	13725	190337	49585	3.84
FLT0	Fm375	900458	227103	673355	87279	139824	0	227103	0	0	7428	179597	47506	3.78
FLT0	Fm376	878360	230625	647735	88218	142407	0	230625	0	0	29526	183090	47535	3.85
FLT0	Fm377	869953	216144	653809	81493	134651	0	216144	0	0	37933	170279	45865	3.71
FLT0	Fm378	99877	27613	72264	8294	19319	0	27613	0	0	808009	21930	5683	3.86
FLT0	Fm379	883557	223576	659981	90694	132882	0	223576	0	0	24329	176723	46853	3.77
FLT0	Fm380	898715	235032	663683	88655	146377	0	235032	0	0	9171	186417	48615	3.83
FLT0	Fm382	901957	251251	650706	88471	162780	0	251251	0	0	5929	199670	51581	3.87
FLT0	Fm384	881504	225070	656434	87330	137740	0	225070	0	0	26382	178292	46778	3.81
FLT0	Fm388	870989	217470	653519	82203	135267	0	217470	0	0	36897	172064	45406	3.79
FLT0	Fm389	891217	234488	656729	88408	146080	0	234488	0	0	16669	186000	48488	3.84
FLT0	Fm390	853556	211088	642468	86474	124614	0	211088	0	0	54330	166989	44099	3.79
FLT0	Fm392	875351	212731	662620	83420	129311	0	212731	0	0	32535	168316	44415	3.79
FLT0	Fm395	895760	227483	668277	85413	142070	0	227483	0	0	12126	179940	47543	3.78
FLT0	Fm398	877821	223457	654364	87894	135563	0	223457	0	0	30065	177175	46282	3.83
FLT0	Fm400	751297	171148	580149	74352	96796	0	171148	0	0	156589	135255	35893	3.77
FLT0	Fm401	728401	173838	554563	72851	100987	0	173838	0	0	179485	137874	35964	3.83
FLT0	Fm402	781010	182887	598123	76403	106484	0	182887	0	0	126876	143517	39370	3.65
FLT0	Fm403	862776	210258	652518	89691	120567	0	210258	0	0	45110	166305	43953	3.78
FLT0	Fm404	891139	233869	657270	91478	142391	0	233869	0	0	16747	185098	48771	3.80
FLT0	Fm405	879880	223335	656545	90865	132470	0	223335	0	0	28006	176836	46499	3.80
FLT0	Fm406	886202	243535	642667	81992	161543	0	243535	0	0	21684	193057	50478	3.82
FLT0	Fm407	840086	181106	658980	89186	91920	0	181106	0	0	67800	143246	37860	3.78
FLT0	Fm408	850399	212823	637576	82452	130371	0	212823	0	0	57487	168835	43988	3.84
FLT0	Fm409	866344	222136	644208	72870	149266	0	222136	0	0	41542	175831	46305	3.80
FLT0	Fm410	860246	221045	639201	85810	135235	0	221045	0	0	47640	175406	45639	3.84
FLT0	Fm412	810443	203334	607109	79557	123777	0	203334	0	0	97443	161146	42188	3.82
FLT0	Fm413	849349	206766	642583	87575	119191	0	206766	0	0	58537	163920	42846	3.83
FLT0	Fm414	899846	244282	655564	83633	160649	0	244282	0	0	8040	193850	50432	3.84
FLT0	Fm415	861172	215561	645611	83836	131725	0	215561	0	0	46714	170642	44919	3.80
FLT0	Fm416	895813	235887	659926	86429	149458	0	235887	0	0	12073	186799	49088	3.81
FLT0	Fm418	898929	230043	668886	89254	140789	0	230043	0	0	8957	182324	47719	3.82
FLT0	Fm420	870748	201822	668926	90291	111531	0	201822	0	0	37138	159597	42225	3.78
FLT0	Fm422	863409	235288	628121	89034	146254	0	235288	0	0	44477	186379	48909	3.81
FLT0	Fm428	879397	221098	658299	98496	122602	0	221098	0	0	28489	175310	45788	3.83
FLT0	Fm429	804226	213086	591140	81680	131406	0	213086	0	0	103660	169562	43524	3.90
FLT0	Fm442	711857	160928	550929	72551	88377	0	160928	0	0	196029	127619	33309	3.83
FLT0	Fm443	897562	234131	663431	87966	146165	0	234131	0	0	10324	185862	48269	3.85
FLT0	Fm444	899914	245842	654072	69840	176002	0	245842	0	0	7972	194224	51618	3.76
FLT0	Fm452	884857	192503	692354	96700	95803	0	192503	0	0	23029	152568	39935	3.82
FLT0	Fm463	872655	175396	697259	90393	85003	0	175396	0	0	35231	138383	37013	3.74
FLT0	Fm468	860043	231381	628662	85939	145442	0	231381	0	0	47843	184271	47110	3.91
FLT0	Fm474	818412	172212	646200	89684	82528	0	172212	0	0	89474	136701	35511	3.85
FLT0	Fm475	811660	192562	619098	85488	107074	0	192562	0	0	96226	152486	40076	3.80
FLT0	Fm476	889225	218656	670569	93139	125517	0	218656	0	0	18661	173546	45110	3.85
FLT0	Fm478	795265	195777	599488	74961	120816	0	195777	0	0	112621	154173	41604	3.71
FLT0	Fm482	886664	214903	671761	82163	132740	0	214903	0	0	21222	170272	44631	3.82
FLT0	Fm484	655730	158861	496869	67711	91150	0	158861	0	0	252156	125978	32883	3.83
FLT0	Fm489	778986	204095	574891	78884	125211	0	204095	0	0	128900	162062	42033	3.86
FLT0	Fm491	872235	271950	600285	28476	243474	0	271950	0	0	35651	214471	57479	3.73
FLT0	Fm496	633344	163556	469788	63734	99822	0	163556	0	0	274542	129942	33614	3.87
FLT0	Fm522	886557	222515	664042	94261	128254	0	222515	0	0	21329	176608	45907	3.85
FLT0	Fm523	852910	229233	623677	86742	142491	0	229233	0	0	54976	182261	46972	3.88
FLT0	Fm524	897894	252849	645045	88958	163891	0	252849	0	0	9992	200849	52000	3.86
FLT0	Fm537	898927	236533	662394	88719	147814	0	236533	0	0	8959	187581	48952	3.83
FLT0	Fm555	871444	240776	630668	83886	156890	0	240776	0	0	36442	191971	48805	3.93
FLT0	Fm558	894146	259423	634723	97312	162111	0	259423	0	0	13740	206739	52684	3.92
FLT0	Fm560	882674	248127	634547	95909	152218	0	248127	0	0	25212	197572	50555	3.91
FLT0	Fm561	767861	205042	562819	83339	121703	0	205042	0	0	140025	163097	41945	3.89
FLT0	Fm566	882901	231268	651633	76430	154838	0	231268	0	0	24985	183438	47830	3.84
FLT0	Fm571	780712	199070	581642	73894	125176	0	199070	0	0	127174	158683	40387	3.93
FLT0	Fm573	743717	191460	552257	58189	133271	0	191460	0	0	164169	152146	39314	3.87
FLT0	Fm575	826778	221860	604918	81748	140112	0	221860	0	0	81108	176684	45176	3.91
FLT0	Fm581	880265	245051	635214	93637	151414	0	245051	0	0	27621	195373	49678	3.93
FLT0	Fm583	882942	251430	631512	94358	157072	0	251430	0	0	24944	199933	51497	3.88
FLT0	Fm585	886674	252630	634044	91048	161582	0	252630	0	0	21212	201424	51206	3.93
FLT0	Fm589	872004	242300	629704	88871	153429	0	242300	0	0	35882	192827	49473	3.90
FLT0	Fm590	704165	182653	521512	76191	106462	0	182653	0	0	203721	144656	37997	3.81
FLT0	Fm592	798858	214637	584221	86484	128153	0	214637	0	0	109028	170792	43845	3.90
